timestamp,idea_id,zscore,target_weight,phase1_sharpe,overlay_scale
2023-01-26,30Y,-1.6762862743733153,0.30177571479782994,1.4873280477166773,1.0
2023-01-26,2Y/5Y,-1.6762862743731675,0.2718766655641542,1.5224040183667495,1.0
2023-01-26,2Y/5Y/10Y,-1.676286274373307,0.2160735114813893,1.45973104295278,1.0
2023-01-26,5Y/10Y,1.6762862743733051,-0.21027410815662648,0.4992031225493308,1.0
2023-03-02,2Y/5Y,1.6674111508967226,-0.35,0.3373234486947465,1.0
2023-03-02,10Y/30Y,-1.667411150896683,0.34866012935266216,0.048019190802288864,1.0
2023-03-02,2Y/10Y/30Y,1.6674111508966691,-0.2597766727005348,0.5874590915898649,1.0
2023-03-13,10Y/30Y,1.5333574641935035,-0.22293450307434276,1.726152721511997,1.0
2023-03-13,2Y/10Y/30Y,-1.5333574641934697,0.15489485279252663,2.3562771561941456,1.0
2023-03-13,2Y/5Y,-1.5333574641934575,0.15260528597465917,1.730190483333161,1.0
2023-03-13,5Y/30Y,1.5333574641934917,-0.1494448820800106,1.2278052592447843,1.0
2023-03-13,10Y,-1.533357464193493,0.11427561957113437,0.05416965359661803,1.0
2023-03-13,2Y/5Y/10Y,-1.5333574641934884,0.10553995107154737,1.4652777545993152,1.0
2023-03-13,2Y/5Y/30Y,-1.5333574641934897,0.10030490543577912,2.1757583167772445,1.0
2023-03-15,5Y/10Y/30Y,-1.6483153160193995,0.35,1.9607941901775763,1.0
2023-03-15,2Y/10Y,-1.6483153160194333,0.21443664847616936,1.173812938813554,1.0
2023-03-15,30Y,1.6483153160194024,-0.1832883555676429,0.4630352479586052,1.0
2023-03-15,5Y/10Y,-1.6483153160194122,0.17322883399476888,0.4130989607645234,1.0
2023-03-15,2Y,1.6483153160194095,-0.06009638821588028,0.2550575983708509,1.0
2023-03-17,5Y/10Y/30Y,-1.9555465612569034,0.35,1.7202069290153392,1.0
2023-03-17,30Y,1.955546561256801,-0.2093841087869476,0.46928422139408676,1.0
2023-03-17,2Y/10Y,-1.9555465612568208,0.19503499207572694,0.8867765827236839,1.0
2023-03-17,5Y/10Y,-1.9555465612568095,0.1753272024076802,0.28679844189973674,1.0
2023-03-17,2Y,1.9555465612568042,-0.046488709522495834,0.1110420414498046,1.0
2023-03-22,5Y/10Y/30Y,-1.8352691553397955,0.35,1.0422711544972267,1.0
2023-03-22,2Y/10Y,-1.8352691553397535,0.24379566164803995,0.6298585789826004,1.0
2023-03-22,5Y/10Y,-1.8352691553397587,0.20492839366223461,0.11997480298986095,1.0
2023-03-22,30Y,1.8352691553397766,-0.1946969967168172,0.016499913068487547,1.0
2023-03-23,5Y/10Y/30Y,-1.6250464424197513,0.34049759115201994,0.9543150248783758,1.0
2023-03-23,2Y/10Y,-1.625046442419703,0.26407970103968587,1.1136884464231622,1.0
2023-03-23,5Y/10Y,-1.6250464424197009,0.21573169403101156,0.2963169593426464,1.0
2023-03-23,2Y/30Y,-1.6250464424197133,0.13391695376158183,0.43542039849385766,1.0
2023-03-23,2Y,1.6250464424197102,-0.045774060015700876,0.10997746356117243,1.0
2023-05-03,5Y/10Y/30Y,-2.5702860372064293,0.35,1.350355473043626,1.0
2023-05-03,30Y,2.5702860372064325,-0.27560373323258885,0.4255709807495721,1.0
2023-05-03,5Y/10Y,-2.5702860372064276,0.1845711777736322,0.17576296280365855,1.0
2023-05-03,2Y/10Y,-2.5702860372064107,0.1759930765998121,0.5463751503100821,1.0
2023-06-14,2Y/10Y,-2.173687902750428,0.35,0.22332758859229185,1.0
2023-06-14,5Y/10Y/30Y,2.1736879027524525,-0.35,0.9333539494924871,1.0
2023-10-20,5Y/10Y/30Y,2.2131182952836133,-0.2861022790880164,1.4054728480041732,1.0
2023-10-20,10Y/30Y,-2.213118295283641,0.24568043953706473,0.827606165272681,1.0
2023-10-20,5Y/10Y,2.2131182952835378,-0.22896634452597245,0.9304274520777269,1.0
2023-10-20,5Y/30Y,2.213118295283587,-0.12771169243592997,0.13888783357922538,1.0
2023-10-20,2Y/5Y/10Y,-2.213118295283574,0.11153924441301652,0.07770141126767481,1.0
2023-10-23,5Y/10Y/30Y,2.7750924945359503,-0.3246562018198685,1.5181215278137863,1.0
2023-10-23,10Y/30Y,-2.77509249453594,0.2776351248630361,0.9274699121217763,1.0
2023-10-23,5Y/10Y,2.7750924945359063,-0.2573529018041518,0.9762512691015981,1.0
2023-10-23,5Y/30Y,2.7750924945358935,-0.14035577151294368,0.10701374651332901,1.0
2023-10-24,10Y/30Y,-1.6994790639719348,0.35,1.4350186197870425,1.0
2023-10-24,5Y/10Y/30Y,1.6994790639719937,-0.35,1.6883048287926952,1.0
2023-10-24,5Y/10Y,1.699479063971998,-0.27164088946919496,0.7096223748739953,1.0
2023-10-25,5Y/10Y/30Y,2.020449399128293,-0.2963300216670508,1.7064852163676087,1.0
2023-10-25,10Y/30Y,-2.020449399128329,0.24793935837176878,1.0254135997785123,1.0
2023-10-25,5Y/10Y,2.020449399128288,-0.23049698494817283,1.1079800221365972,1.0
2023-10-25,5Y/30Y,2.0204493991281125,-0.11710820606010595,0.13684806999133234,1.0
2023-10-25,2Y/5Y/10Y,-2.020449399128306,0.10812542895290157,0.1216060897148353,1.0
2023-10-26,10Y/30Y,-2.870750107091693,0.35,1.3124486345111226,1.0
2023-10-26,5Y/10Y/30Y,2.870750107091658,-0.35,1.4515891995914,1.0
2023-10-26,5Y/10Y,2.8707501070916575,-0.2603817733801023,0.5620207967518976,1.0
2023-10-27,10Y/30Y,-2.3221978661116363,0.35,1.2519114371347777,1.0
2023-10-27,5Y/10Y/30Y,2.322197866111668,-0.35,1.4704171762830178,1.0
2023-10-27,5Y/10Y,2.322197866111661,-0.2717281244405559,0.6358134804611658,1.0
2023-10-30,10Y/30Y,-3.0345805395149634,0.22231703944121806,1.1671607108756783,1.0
